"","Company","Gender","Age","Occupation","Location","Manufac_country","Make","Model","Cylinder_capacity","Driving_Experience"
"3345","1","1","4","2","1","2","3","7","3","4"
"3346","1","2","2","2","1","3","5","11","2","4"
"3347","1","2","2","2","1","5","7","11","2","1"
"3348","1","1","4","1","1","3","5","11","2","4"
"3349","1","1","4","1","3","1","1","1","2","4"
"3350","1","1","4","2","1","2","3","11","2","4"
"3351","1","1","4","1","1","2","3","6","2","1"
"3352","1","2","4","1","1","1","1","2","2","4"
"3353","1","2","3","7","3","5","7","11","2","3"
"3354","1","1","4","5","1","1","2","11","2","4"
"3355","1","1","4","5","3","3","5","10","2","4"
"3356","1","1","4","2","1","1","1","1","2","4"
"3357","1","1","3","1","1","2",NA,"11","2","4"
"3358","1","1","4","1","1","1","1","1","2","4"
"3359","1","1","4","7","3","3","5","11","2","1"
"3360","1","1","4","5","1","1",NA,"11","2","4"
"3361","1","1","4","1","1","1","1","3","3","4"
"3362","1","1","4","1","1","2","3","7","3","4"
"3363","1","1","1","2","1","2","3",NA,"3","4"
"3364","1","1","4","7","3","2","3","6","2","4"
"3365","1","1","4","1","1","2",NA,"11","2","4"
"3366","1","1","2","7","1","2","3","6","2","4"
"3367","1","1","4","4","3","1","1","2","2","4"
"3368","1","1","4","4","2","2","3",NA,"3","4"
"3369","1","1","4","2","1","1","1","2","2","4"
"3370","1","1","4","3","1","1","1","11","2","3"
"3371","1","1","4","3","3","1","1","2","2","4"
"3372","1","1","4","1","2","2","3","6","2","4"
"3373","1","1","4","7","1","2",NA,"11","2","4"
"3374","1","1","4","1","2","2","3","7","3","4"
"3375","1","1","4","1","2","1","1","11","2","4"
"3376","1","1","4","1","2","1","1","1","2","4"
"3377","1","1","4","1","1","3","5","11","2","4"
"3378","1","1","4","1","3","3","5","10","2","4"
"3379","1","1","4","5","2","2",NA,"11","2","3"
"3380","1","2","4","7","1","3","5","11","2","4"
"3381","1","1","3","1","3","2","3","7","3","1"
"3382","1","1","4","1","3","3","5","11","2","4"
"3383","1","1","4","1","2","2","4","9","2","4"
"3384","1","1","4","1","3","1","1","1","2","4"
"3385","1","1","4","5","2","2","3","6","2","4"
"3386","1","1","4","2","3","1","1","3","3","4"
"3387","1","1","2","5","1","2","3","7","3","2"
"3388","1","1","4","4","2","2","3","7","3","4"
"3389","1","1","4","4","2","2","3",NA,"3","4"
"3390","1","1","4","4","2","1","1","2","2","4"
"3391","1","1","4","4","1","1","1","11","3","3"
"3392","1","1","4","3","1","2","3","11","2","4"
"3393","1","1","4","2","2","2","3","6","2","2"
"3394","1","1","4","7","1","3","5","10","2","4"
"3395","1","1","4","7","1","3","5","10","2","4"
"3396","1","1","4","3","1","2",NA,"11","2","4"
"3397","1","2","4","1","2","1","1","11","1","4"
"3398","1","1","4","4","1","2","3","6","2","4"
"3399","1","1","4","1","1","1","1","1","2","4"
"3400","1","1","4","1","2","1","1","11","2","4"
"3401","1","2","4","1","3","1","1","2","2","4"
"3402","1","1","4","3","3","1","1","1","2","4"
"3403","1","1","4","1","3","2","4","11","3","4"
"3404","1","1","4","1","1","1","1","1","2","4"
"3405","1","1","1","1","1","4","6","11","2","1"
"3406","1","1","1","1","1","2",NA,"11","2","1"
"3407","1","1","4","7","2","3","5","11","2","4"
"3408","1","1","4","1","2","2","3","7","3","4"
"3409","1","1","4","1","3","2","3","7","3","4"
"3410","1","1","4","1","1","2",NA,"11","4","4"
"3411","1","1","4","7","3","1","1","3","3","4"
"3412","1","1","1","1","3","1","1","1","2","4"
"3413","1","1","1","1","1","1","1","1","2","4"
"3414","1","1","4","1","3","2","3","7","3","4"
"3415","1","1","4","1","3","1","1","3","3","3"
"3416","1","1","4","2","1","5","7","11","2","3"
"3417","1","1","4","1","1","2","3","7","3","4"
"3418","1","1","4","2","3","3","5","10","2","4"
"3419","1","1","4","1","1","1","2","5","1","4"
"3420","1","1","4","1","1","1","2","11","2","4"
"3421","1","1","4","4","1","1","1","1","2","4"
"3422","1","1","4","2","3","1","1","11","1","4"
"3423","1","1","4","1","3","1","1","1","2","4"
"3424","1","1","4","1","2","1","1","1","2","4"
"3425","1","1","4","1","1","2","3","7","3","4"
"3426","1","1","4","7","2","2","3",NA,"3","4"
"3427","1","1","4","7","1","1","1","3","3","4"
"3428","1","1","4","3","2","2","3","7","3","1"
"3429","1","1","4","1","2","2","3","7","3","4"
"3430","1","1","4","5","1","1","1","1","2","4"
"3431","1","1","4","1","2","1","1","1","2","4"
"3432","1","1","4","2","1","1","1","11","1","4"
"3433","1","1","4","1","1","1","2","5","1","4"
"3434","1","1","4","2","1","1","2","11","2","4"
"3435","1","1","4","3","2","2","3","6","2","4"
"3436","1","1","4","1","2","2","3","7","3","4"
"3437","1","1","4","5","3","2","3","7","3","4"
"3438","1","1","4","1","2","2","3","6","2","4"
"3439","1","1","4","1","2","2","3","7","3","4"
"3440","1","1","4","1","2","2","3","6","2","4"
"3441","1","1","4","2","1","1","1","1","2","4"
"3442","1","1","4","2","1","1","1","11","2","4"
"3443","1","1","4","1","2","4",NA,"11","2","4"
"3444","1","1","4","1","1","1","1","1","2","4"
"3445","1","1","2","4","1","1","1","2","2","2"
"3446","1","1","2","4","1","1","1","3","3","2"
"3447","1","1","3","1","3","2","3","6","2","4"
"3448","1","1","4","1","3","1","1","1","2","4"
"3449","1","1","2","1","2","2","3","7","3","4"
"3450","1","1","4","1","2","2","3","6","2","4"
"3451","1","1","2","2","1","3","5","10","2","3"
"3452","1","1","4","2","3","1","1","1","2","4"
"3453","1","1","4","5","1","2","3","7","3","4"
"3454","1","1","4","1","3","3","5","11","3","4"
"3455","1","1","4","2","1","1","2","11","2","4"
"3456","1","1","4","1","1","1","2","11","1","4"
"3457","1","1","4","1","2","2","3",NA,"3","4"
"3458","1","1","4","2","2","2","4","11","3","4"
"3459","1","1","1","1","2","1","1","1","2","4"
"3460","1","1","4","4","1","2","3","7","3","4"
"3461","1","1","4","1","1","2","3","7","3","4"
"3462","1","1","4","1","2","1","2","5","1","4"
"3463","1","1","4","3","2","5","7","11","2","1"
"3464","1","1","4","4","2","2","3","6","2","4"
"3465","1","1","4","4","2","2","3","6","2","4"
"3466","1","1","4","1","1","2",NA,"11","3","4"
"3467","1","1","4","1","1","1","2","11","2","4"
"3468","1","1","2","5","1","1","1","3","3","4"
"3469","1","1","2","3","3","2","4","9","2","4"
"3470","1","1","4","1","2","1","1","4","3","2"
"3471","1","1","4","2","3","2","3","11","2","4"
"3472","1","1","3","2","1","1","1","1","2","3"
"3473","1","1","3","4","3","2","4","11","3","4"
"3474","1","1","4","2","1","3","5","11","2","4"
"3475","1","1","3","1","3","1","1","3","3","4"
"3476","1","1","4","1","3","1","1","11","2","4"
"3477","1","1","4","1","2","2",NA,"11","2","1"
"3478","1","1","4","1","1","2","3","7","3","4"
"3479","1","1","4","4","1","2","3","7","3","4"
"3480","1","1","4","1","1","2","3","7","3","4"
"3481","1","1","4","3","3","1","1","3","3","4"
"3482","1","1","4","1","1","3","5","11","2","4"
"3483","1","1","4","7","1","2",NA,"11","4","4"
"3484","1","1","4","7","3","1","1","1","2","4"
"3485","1","1","4","7","1","2","3","6","2","4"
"3486","1","1","4","1","1","5","7","11","2","4"
"3487","1","1","4","1","3","1","1","1","2","4"
"3488","1","1","4","1","3","2","3","6","2","4"
"3489","1","1","4","4","2","1","1","3","3","4"
"3490","1","1","4","2","3","1","1","1","2","4"
"3491","1","1","4","4","2","2","3",NA,"3","4"
"3492","1","1","4","7","1","2","3","7","3","4"
"3493","1","1","4","1","3","1","1","2","2","4"
"3494","1","1","4","3","3","2","3",NA,"3","4"
"3495","1","1","1","6","1","3","5","11","2","1"
"3496","1","1","4","2","1","3","5","11","3","2"
"3497","1","1","2","6","2","2","3",NA,"3","4"
"3498","1","1","4","1","1","1","1","11","1","4"
"3499","1","1","4","1","3","3","5","11","2","4"
"3500","1","1","4","2","1","1","1","3","3","4"
"3501","1","1","4","2","3","2","3","6","2","4"
"3502","1","1","4","4","3","2","3","6","2","4"
"3503","1","1","2","2","2","2","4","11","3","4"
"3504","1","1","4","1","1","1","2","11","1","1"
"3505","1","1","4","5","3","2","3","6","2","4"
"3506","1","1","4","2","2","1","1","1","2","4"
"3507","1","1","4","7","1","4","6","11","4","4"
"3508","1","2","4","1","1","1","1","11","1","4"
"3509","1","1","4","1","3","1","1","1","2","4"
"3510","1","1","4","1","2","2","3","6","2","4"
"3511","1","1","4","1","3","3","5","11","2","4"
"3512","1","1","3","1","3","2",NA,"11","2","4"
"3513","1","1","4","2","1","1","1","1","2","2"
"3514","1","1","4","2","1","1","1","11","2","2"
"3515","1","1","4","7","1","1","1","3","3","4"
"3516","1","1","4","7","3","2","3","6","2","1"
"3517","1","1","4","1","1","1","1","11","1","1"
"3518","1","1","4","2","2","2","3","6","2","4"
"3519","1","1","2","7","3","2","4","11","3","4"
"3520","1","1","4","2","1","2","3","6","2","4"
"3521","1","1","4","1","1","1","2","5","1","1"
"3522","1","1","4","3","1","2","3","6","2","4"
"3523","1","1","4","1","2","1","1","3","3","4"
"3524","1","1","4","4","1","1","1","4","3","4"
"3525","1","1","4","4","1","1","1","11","2","4"
"3526","1","1","4","4","1","1","1","3","3","4"
"3527","1","1","4","1","1","1","1","3","3","4"
"3528","1","1","4","1","2","1",NA,"11","2","4"
"3529","1","1","4","1","1","1","1","2","2","1"
"3530","1","1","4","2","2","2","3","6","2","4"
"3531","1","1","4","1","2","1","1","3","3","4"
"3532","1","1","4","1","3","4","6","11","2","4"
"3533","1","1","4","2","1","1","1","3","3","4"
"3534","1","1","4","5","1","2","3","7","3","4"
"3535","1","2","4","1","1","4",NA,"11","2","4"
"3536","1","1","4","1","1","2","3","7","3","1"
"3537","1","1","4","4","2","1","2","11","1","4"
"3538","1","1","4","1","2","2","3","6","2","4"
"3539","1","2","2","2","3","1","2","5","1","4"
"3540","1","1","4","1","1","2","3",NA,"3","4"
"3541","1","2","4","1","3","2","3","6","2","4"
"3542","1","1","4","7","1","1","1","11","3","4"
"3543","1","1","4","7","1","2","3","11","2","4"
"3544","1","1","4","1","1","5","7","11","2","4"
"3545","1","1","4","5","2",NA,NA,"11","2","4"
"3546","1","2","4","7","1","1","1","2","2","4"
"3547","1","2","4","1","3","1","1","2","2","4"
"3548","1","2","4","5","3","5","7","11","2","1"
"3549","1","2","2","1","2","1","1","3","3","4"
"3550","1","2","4","1","2","1","1","2","2","4"
"3551","1","1","2","1","1","1","2","5","1","4"
"3552","1","1","4","1","3","4","6","11","2","4"
"3553","1","1","4","1","3","1","1","4","3","4"
"3554","1","1","4","1","3","2","3",NA,"3","4"
"3555","1","1","2","5","2","3","5","10","2","4"
"3556","1","1","4","1","1","1","2","11","3","1"
"3557","1","1","4","1","1","5","7","11","2","4"
"3558","1","1","4","1","1","3","5","11","2","4"
"3559","1","1","4","2","3","3","5","10","2","4"
"3560","1","1","4","1","2","2","3","7","3","1"
"3561","1","1","4","1","2","2","3","7","3","1"
"3562","1","1","4","1","1","1","1","1","2","4"
"3563","1","2","4","3","1","1","1","2","2","4"
"3564","1","2","4","1","1","3","5","11","2","2"
"3565","1","2","4","5","2","1","2","11","2","4"
"3566","1","2","4","1","3","1","1","1","2","4"
"3567","1","2","4","1","1","1","1","2","2","4"
"3568","1","1","4","1","1","2","3","7","3","4"
"3569","1","1","4","1","1","1","1","1","2","4"
"3570","1","1","4","1","1","2","3",NA,"3","4"
"3571","1","1","4","1","1","1","1","11","2","4"
"3572","1","1","4","7","1","2","3","6","2","4"
"3573","1","2","2","7","1","2","4","9","2","4"
"3574","1","2","4","1","2","1","1","1","2","4"
"3575","1","2","4","1","1","1","1","1","2","4"
"3576","1","2","4","1","2","1","1","11","2","1"
"3577","1","2","2","1","1","3","5","11","1","4"
"3578","1","1","4","2","2","1","1","2","2","4"
"3579","1","1","4","7","3","2","3","7","3","4"
"3580","1","1","4","1","1","3","5","11","2","1"
"3581","1","1","4","5","1","2","3","6","2","4"
"3582","1","1","4","1","1","1","1","11","2","4"
"3583","1","1","4","2","1","3","5","11","2","4"
"3584","1","2","1","1","1","1","1","11","2","1"
"3585","1","2","4","7","3","3","5","11","2","1"
"3586","1","1","4","5","1","1","1","2","2","1"
"3587","1","1","1","5","3","4",NA,"11","2","1"
"3588","1","1","4","5","1","1","1","3","3","4"
"3589","1","1","4","3","1","2","3","6","2","4"
"3590","1","1","4","1","1","2","3","6","2","3"
"3591","1","2","4","7","1","2","4","11","3","4"
"3592","1","1","4","1","1","1","1","1","2","4"
"3593","1","1","3","1","2","1","1","1","2","4"
"3594","1","1","4","1","1","1","1","11","2","4"
"3595","1","1","4","1","1","1","1","2","2","4"
"3596","1","1","4","3","1","3","5","10","2","4"
"3597","1","1","4","3","1","3","5","10","2","4"
"3598","1","1","4","3","1","3","5","10","2","4"
"3599","1","1","4","1","1",NA,NA,"11","2","4"
"3600","1","1","4","1","1","2","3",NA,"3","4"
"3601","1","1","4","1","1","2","3","11","2","4"
"3602","1","1","4","1","1","3","5","11","4","1"
"3603","1","1","1","1","1","2","3","6","2","1"
"3604","1","1","4","1","3","1","1","2","2","4"
"3605","1","1","4","1","2","2","3","6","2","4"
"3606","1","2","4","1","1","1","1","11","2","4"
"3607","1","2","4","1","3","1","1","1","2","2"
"3608","1","2","4","2","1","3","5","11","2","4"
"3609","1","2","4","1","2","1","1","2","2","2"
"3610","1","2","4","1","3","1","2","5","1","4"
"3611","1","2","4","2","1","1","1","3","3","4"
"3612","1","2","4","7","1","2","4","9","2","4"
"3613","1","2","4","1","2","2",NA,"11","2","4"
"3614","1","2","4","2","1","1","1","11","1","2"
"3615","1","2","4","1","2","1","2","11","2","4"
"3616","1","2","4","7","3","1","1","11","1","4"
"3617","1","2","4","3","3","1","1","2","2","1"
"3618","1","2","4","1","2","1","1","11","1","2"
"3619","1","2","4","1","1","1","1","3","3","1"
"3620","1","2","4","1","2","1",NA,"11","2","1"
"3621","1","2","4","3","2","2",NA,"11","2","4"
"3622","1","2","4","3","2","1","1","11","1","4"
"3623","1","2","1","6","1","1","1","11","2","1"
"3624","1","1","4","1","1","1","1","2","2","4"
"3625","1","2","4","7","2","1","1","11","2","4"
"3626","1","2","4","1","1","1","2","5","1","4"
"3627","1","2","4","1","2","3","5","11","2","4"
"3628","1","2","4","1","3","1","1","1","2","2"
"3629","1","2","4","3","1","2","3","6","2","4"
"3630","1","1","4","2","2","1","1","3","3","4"
"3631","1","2","4","1","1","1","1","1","2","3"
"3632","1","2","4","2","3","1","1","1","2","4"
"3633","1","2","4","7","3","1","2","11","1","4"
"3634","1","2","4","6","2","2","3","7","3","4"
"3635","1","2","4","2","1","3","5","11","2","3"
"3636","1","2","4","3","1","1","1","1","2","4"
"3637","1","2","4","1","3","1","2","5","1","4"
"3638","1","2","4","2","3","2","3","6","2","4"
"3639","1","2","4","7","2","2","3","6","2","2"
"3640","1","2","4","1","3","2","3","6","2","3"
"3641","1","2","4","7","1","3","5","11","2","4"
"3642","1","2","4","1","2","1","2","5","1","1"
"3643","1","2","4","1","2","2","3","6","2","4"
"3644","1","2","4","6","2","1","1","11","2","4"
"3645","1","2","4","6","3","1","1","1","2","4"
"3646","1","2","4","6","3","1","2","5","1","4"
"3647","1","2","4","6","3","1","2","5","1","1"
"3648","1","2","4","6","3","1","2","11","1","1"
"3649","1","2","4","6","2","1","1","1","2","1"
"3650","1","2","4","6","1","2",NA,"11","2","1"
"3651","1","2","4","6","1","1","1","2","2","1"
"3652","1","2","4","6","1","1","1","11","1","1"
"3653","1","2","4","6","1","2","3","11","3","1"
"3654","1","2","4","6","1","1","1","3","3","1"
"3655","1","1","4","3","1","1","2","11","3","4"
"3656","1","2","4","6","1","1","1","3","3","4"
"3657","1","2","4","2","1","1","1","1","2","1"
"3658","1","2","4","2","1","1","1","1","2","1"
"3659","1","2","4","6","1","2","3","6","2","4"
"3660","1","2","4","6","2","2","3","6","2","4"
"3661","1","2","4","3","1","1","2","5","1","4"
"3662","1","2","4","7","3","1","1","11","1","2"
"3663","1","2","4","7","3","1","1","3","3","4"
"3664","1","2","4","7","1","1","1","2","2","4"
"3665","1","2","4","2","1","3","5","11","2","4"
"3666","1","2","4","7","1","1","1","11","2","1"
"3667","1","2","4","1","3","1","1","11","1","1"
"3668","1","2","4","1","2","1","1","4","3","2"
"3669","1","2","4","2","3","1","1","2","2","4"
"3670","1","2","4","1","3","3","5","11","1","4"
"3671","1","2","4","7","2","1","1","1","2","4"
"3672","1","2","4","2","1","2","3",NA,"3","4"
"3673","1","2","4","2","1","2",NA,"11","2","4"
"3674","1","2","4","1","2","2","4","9","2","4"
"3675","1","2","4","7","1","1","2","5","1","4"
"3676","1","2","4","1","1","1","1","3","3","4"
"3677","1","2","4","1","3","1","1","1","2","4"
"3678","1","2","4","7","3","2",NA,"11","2","4"
"3679","1","2","4","7","1","1","1","1","2","4"
"3680","1","1","2","3","2","1","1","1","2","4"
"3681","1","2","4","1","1","1","2","5","1","1"
"3682","1","2","4","3","3","1","2","5","1","4"
"3683","1","2","4","1","2","1","1","11","1","4"
"3684","1","2","4","1","3","1","2","5","1","2"
"3685","1","2","4","3","1","2","3","6","2","4"
"3686","1","2","4","3","1","1","1","2","2","1"
"3687","1","2","4","1","1","1","1","1","2","2"
"3688","1","2","4","2","1","2",NA,"11","3","4"
"3689","1","2","4","7","1","1","1","3","3","4"
"3690","1","2","4","2","2",NA,NA,"11","2","1"
"3691","1","2","3","2","3","1","1","1","2","1"
"3692","1","2","1","1","2","1","1","11","1","1"
"3693","1","2","1","7","1","5","7","11","2","4"
"3694","1","2","4","7","3","1","1","2","2","1"
"3695","1","2","4","7","3","1","1","1","2","4"
"3696","1","2","4","7","1","2","3","6","2","2"
"3697","1","2","4","2","3","1","1","1","2","4"
"3698","1","2","3","2","3","1","1","1","2","4"
"3699","1","2","4","3","3","1","1","2","2","3"
"3700","1","2","2","7","2","1","1","11","1","2"
"3701","1","2","4","7","3","1",NA,"11","2","2"
"3702","1","2","4","7","1","1","2","11","2","4"
"3703","1","2","3","1","3","1","2","11","2","4"
"3704","1","2","4","1","2","2","3","11","2","4"
"3705","1","2","4","7","1","1","1","11","1","4"
"3706","1","2","4","1","1","5","7","11","2","1"
"3707","1","2","4","2","1","3","5","10","2","4"
"3708","1","2","4","3","3","2","4","9","2","4"
"3709","1","2","4","1","3","1","1","11","1","4"
"3710","1","2","4","1","1","2","4","9","2","1"
"3711","1","2","4","7","2","1","1","2","2","2"
"3712","1","2","4","6","3","2","3","11","2","4"
"3713","1","2","4","7","1","1","1","11","2","3"
"3714","1","2","4","7","1","1","1","2","2","4"
"3715","1","2","4","1","1","1","1","2","2","4"
"3716","1","2","4","1","3","1","1","2","2","4"
"3717","1","2","4","4","2","2","3","6","2","4"
"3718","1","2","4","2","1","1","1","2","2","4"
"3719","1","2","4","7","2","2","3","6","2","1"
"3720","1","2","4","3","3","1","1","4","3","4"
"3721","1","2","4","1","3","1","1","2","2","4"
"3722","1","2","4","1","3","1","1","11","1","1"
"3723","1","2","4","6","1",NA,NA,"11","2","4"
"3724","1","2","4","6","1","2",NA,"11","2","4"
"3725","1","2","4","1","1","1",NA,"11","2","2"
"3726","1","2","4","2","1",NA,NA,"11","2","1"
"3727","1","2","4","7","2","1","1","11","1","4"
"3728","1","2","4","7","2","1","2","5","1","3"
"3729","1","2","4","3","1","1","1","11","1","3"
"3730","1","2","4","2","1","1","1","1","2","4"
"3731","1","2","2","1","2","2","3","6","2","4"
"3732","1","2","4","2","3","2","3","11","2","4"
"3733","1","2","4","1","1","2",NA,"11","2","3"
"3734","1","2","4","1","1","2",NA,"11","2","3"
"3735","1","1","4","1","2","1","2","5","1","4"
"3736","1","1","4","1","2","1","1","2","2","2"
"3737","1","1","3","3","1","2","4","9","2","2"
"3738","1","1","4","1","1","2","3","11","2","1"
"3739","1","2","4","7","1","2","3","6","2","4"
"3740","1","2","3","1","1","1","1","2","2","4"
"3741","1","2","4","7","2","1","1","1","2","4"
"3742","1","2","4","2","1","2","3","6","2","4"
"3743","1","2","4","7","2","2","3","6","2","4"
"3744","1","2","4","7","1","2","3","11","2","4"
"3745","1","2","4","1","1","2","3","6","2","4"
"3746","1","2","4","5","3",NA,NA,"11","2","4"
"3747","1","2","4","3","1","1","1","1","2","4"
"3748","1","2","4","1","2","2","3","6","2","4"
"3749","1","2","4","7","3","2","3","6","2","2"
"3750","1","2","4","2","1",NA,NA,"11","4","4"
"3751","1","2","4","7","2","1","1","3","3","4"
"3752","1","2","4","7","1","1","1","11","3","1"
"3753","1","2","4","1","2","1",NA,"11","2","4"
"3754","1","2","4","3","1","3","5","11","1","4"
"3755","1","2","4","2","2","3","5","11","1","4"
"3756","1","2","1","2","1","1","1","1","2","4"
"3757","1","2","4","7","1","1","1","1","2","4"
"3758","1","1","4","1","2","1","2","5","1","1"
"3759","1","2","4","1","3","3","5","11","4","4"
"3760","1","2","4","5","2","1","1","3","3","4"
"3761","1","2","4","7","2","1","2","11","3","1"
"3762","1","1","4","7","1","1","1","1","2","4"
"3763","1","1","3","7","3","1",NA,"11","2","4"
"3764","1","1","4","2","3",NA,NA,"11","2","1"
"3765","1","2","4","1","1","1","1","2","2","1"
"3766","1","2","4","3","2","1","1","1","2","4"
"3767","1","2","2","3","2","1","2","5","1","4"
"3768","1","2","2","1","3","2",NA,"11","2","4"
"3769","1","2","4","3","2","1","1","2","2","4"
"3770","1","2","4","1","2","2","4","9","2","4"
"3771","1","2","4","1","2","1","1","1","2","4"
"3772","1","2","4","1","3","3","5","11","1","4"
"3773","1","2","2","1","3","1","2","11","2","4"
"3774","1","2","4","1","1","1","1","2","2","4"
"3775","1","2","4","3","1","1","2","5","1","4"
"3776","1","2","4","3","2","1","1","2","2","4"
"3777","1","2","4","2","1","1","1","3","3","4"
"3778","1","2","4","3","1","1","1","1","2","1"
"3779","1","2","4","2","1","1","1","4","3","4"
"3780","1","2","4","5","2","1","1","4","3","2"
"3781","1","2","4","6","1","5","7","11","2","1"
"3782","1","2","1","3","1","1","1","2","2","4"
"3783","1","2","4","1","1","1","1","2","2","2"
"3784","1","2","4","1","1","3","5","11","1","4"
"3785","1","2","4","7","1","2","3","6","2","1"
"3786","1","2","4","7","1","2","3","6","2","1"
"3787","1","2","4","5","1","1","1","11","1","4"
"3788","1","2","4","1","3","1","1","1","2","1"
"3789","1","2","4","2","3","1","2","5","1","4"
"3790","1","2","4","7","1","1","1","2","2","4"
"3791","1","2","4","1","3","2","3","6","2","1"
"3792","1","2","4","7","3","1","1","11","2","4"
"3793","1","2","4","2","2","1","1","11","1","1"
"3794","1","2","2","2","3","2","3","7","3","1"
"3795","1","2","4","2","1","1","1","11","1","1"
"3796","1","2","4","1","3","1","1","2","2","4"
"3797","1","2","4","1","3","1","1","2","2","4"
"3798","1","2","4","1","1","1","1","11","1","4"
"3799","1","2","4","1","1","1","1","11","1","4"
"3800","1","2","4","5","1","1","1","11","1","4"
"3801","1","2","4","1","3","2","3","6","2","4"
"3802","1","2","4","2","3","3","5","11","2","4"
"3803","1","2","4","1","3","1","2","11","2","4"
"3804","1","2","4","1","2","1","1","11","1","3"
"3805","1","2","2","6","1","1","1","1","2","4"
"3806","1","2","4","1","3","1","1","2","2","4"
"3807","1","2","4","1","1","2","3","6","2","4"
"3808","1","2","4","7","1","1","2","11","2","4"
"3809","1","2","4","3","3","1","1","1","2","4"
"3810","1","2","4","1","2","3","5","11","1","4"
"3811","1","2","4","1","3","1","1","3","3","4"
"3812","1","2","4","1","3","1","1","3","3","4"
"3813","1","2","4","7","1","2","3","6","2","1"
"3814","1","2","4","1","1","1","1","1","2","4"
"3815","1","2","1","1","3","1","1","1","2","1"
"3816","1","2","4","7","2",NA,NA,"11","2","1"
"3817","1","2","4","7","1","2",NA,"11","2","4"
"3818","1","2","4","7","3","1","1","3","3","4"
"3819","1","2","4","5","1","1","1","1","2","2"
"3820","1","2","4","1","3","1","1","1","2","4"
"3821","1","2","4","3","3","1","1","11","1","4"
"3822","1","2","4","2","1","1","1","1","2","4"
"3823","1","2","4","1","3","3","5","11","2","4"
"3824","1","2","4","3","1","1","1","2","2","1"
"3825","1","2","3","1","1","1","2","11","3","4"
"3826","1","2","4","3","2","1","2","5","1","4"
"3827","1","2","1","1","1","1","2","11","2","4"
"3828","1","2","2","1","3","1","1","2","2","4"
"3829","1","2","4","1","1","2","3","6","2","2"
"3830","1","2","4","1","3","1","1","11","1","3"
"3831","1","2","4","1","3","1","1","2","2","1"
"3832","1","2","4","5","2","2","3","6","2","4"
"3833","1","2","4","1","1","1","1","2","2","4"
"3834","1","2","4","7","1","1","1","11","2","4"
"3835","1","2","4","5","2","1","1","11","1","4"
"3836","1","2","4","2","2","1","1","1","2","2"
"3837","1","2","4","1","1","1","1","1","2","4"
"3838","1","2","4","7","1","1","1","11","3","4"
"3839","1","2","4","1","3","1","1","2","2","4"
"3840","1","2","3","3","1","1","1","11","1","4"
"3841","1","2","3","3","1","1","1","3","3","4"
"3842","1","2","4","6","2","2","3","11","2","4"
"3843","1","2","4","1","2","2","3","6","2","4"
"3844","1","2","4","1","1","1","1","3","3","1"
"3845","1","2","4","1","1","1","1","2","2","4"
"3846","1","2","4","2","2","1","1","11","1","4"
"3847","1","2","4","1","1","1","1","3","3","4"
"3848","1","2","1","6","3","1","1","1","2","4"
"3849","1","2","4","5","2","1","1","11","1","4"
"3850","1","2","4","3","2","1","1","1","2","2"
"3851","1","2","4","7","1","1","1","1","2","4"
"3852","1","2","4","3","1","2","3","11","3","4"
"3853","1","2","4","1","2","1","1","11","1","1"
"3854","1","2","4","7","3","1","1","1","2","4"
"3855","1","2","4","1","1","1","1","11","1","4"
"3856","1","2","4","3","2","1","1","1","2","4"
"3857","1","2","4","2","3","2","3","7","3","4"
"3858","1","2","4","2","2","1",NA,"11","2","4"
"3859","1","2","4","7","1","1","1","11","1","4"
"3860","1","2","4","2","1","5","7","11","2","4"
"3861","1","2","3","7","2","1","1","2","2","1"
"3862","1","2","4","1","1","1",NA,"11","2","4"
"3863","1","2","4","1","2","3","5","11","2","4"
"3864","1","2","4","7","1","5","7","11","2","4"
"3865","1","2","4","6","1","1","1","11","1","4"
"3866","1","2","4","1","3","1","1","2","2","4"
"3867","1","2","4","1","3","1","1","11","1","4"
"3868","1","2","4","2","3","1","1","11","2","4"
"3869","1","2","4","7","3","1","1","11","2","4"
"3870","1","2","4","6","1","1","1","1","2","4"
"3871","1","2","3","1","1","2",NA,"11","2","4"
"3872","1","2","4","1","1","1","1","2","2","4"
"3873","1","2","4","1","3","1","1","1","2","4"
"3874","1","2","4","1","3","1","1","1","2","4"
"3875","1","2","4","1","1","1","1","11","1","4"
"3876","1","2","4","7","2","1","1","1","2","2"
"3877","1","2","4","7","2","1","1","1","2","2"
"3878","1","2","4","7","1","1","1","11","1","1"
"3879","1","2","4","1","3","1","1","2","2","4"
"3880","1","2","4","3","1","2","3","6","2","1"
"3881","1","2","4","7","1","1","1","2","2","1"
"3882","1","2","4","7","1","1","1","2","2","1"
"3883","1","2","4","6","3","2","3",NA,"3","1"
"3884","1","2","4","6","2","1","2","5","1","1"
"3885","1","2","4","3","1","1","1","1","2","4"
"3886","1","2","4","6","1","1","2","5","1","1"
"3887","1","2","4","7","3","1","1","11","2","4"
"3888","1","1","4","1","2","1","1","11","2","4"
"3889","1","2","4","3","2","1","1","11","1","4"
"3890","1","2","4","7","1","2","3","6","2","4"
"3891","1","2","4","6","2","4",NA,"11","2","4"
"3892","1","2","4","6","1","1","1","3","3","1"
"3893","1","2","2","7","1","2","3","6","2","4"
"3894","1","2","4","3","1","1","1","1","2","1"
"3895","1","2","4","5","1","1","1","11","2","4"
"3896","1","2","4","7","2","1","1","1","2","2"
